Approved symbol,Approved name,Status,Chromosome,Ensembl gene ID,Mitochondria,chr,arm,pos
SLC25A33,solute carrier family 25 member 33,Approved,1p36.22,ENSG00000171612,no,01,p,36.22
SPSB1,splA/ryanodine receptor domain and SOCS box containing 1,Approved,1p36.22,ENSG00000171621,no,01,p,36.22
SRM,spermidine synthase,Approved,1p36.22,ENSG00000116649,no,01,p,36.22
TARDBP,TAR DNA binding protein,Approved,1p36.22,ENSG00000120948,no,01,p,36.22
TMEM201,transmembrane protein 201,Approved,1p36.22,ENSG00000188807,no,01,p,36.22
TMEM274P,"transmembrane protein 274, pseudogene",Approved,1p36.22,ENSG00000283611,no,01,p,36.22
TNFRSF1B,TNF receptor superfamily member 1B,Approved,1p36.22,ENSG00000028137,no,01,p,36.22
TNFRSF8,TNF receptor superfamily member 8,Approved,1p36.22,ENSG00000120949,no,01,p,36.22
UBE2V2P3,ubiquitin conjugating enzyme E2 V2 pseudogene 3,Approved,1p36.22,ENSG00000238199,no,01,p,36.22
UBE4B,ubiquitination factor E4B,Approved,1p36.22,ENSG00000130939,no,01,p,36.22
UBIAD1,UbiA prenyltransferase domain containing 1,Approved,1p36.22,ENSG00000120942,no,01,p,36.22
VPS13D,vacuolar protein sorting 13 homolog D,Approved,1p36.22-p36.21,ENSG00000048707,no,01,p,36.22-p36.21
CA6,carbonic anhydrase 6,Approved,1p36.23,ENSG00000131686,no,01,p,36.23
CAMTA1-AS1,CAMTA1 antisense RNA 1,Approved,1p36.23,ENSG00000225126,no,01,p,36.23
CAMTA1-AS2,CAMTA1 antisense RNA 2,Approved,1p36.23,ENSG00000237728,no,01,p,36.23
CAMTA1-IT1,CAMTA1 intronic transcript 1,Approved,1p36.23,ENSG00000237402,no,01,p,36.23
ENO1,enolase 1,Approved,1p36.23,ENSG00000074800,no,01,p,36.23
ENO1-AS1,ENO1 antisense RNA 1,Approved,1p36.23,ENSG00000230679,no,01,p,36.23
ENO1-IT1,ENO1 intronic transcript 1,Approved,1p36.23,ENSG00000236269,no,01,p,36.23
ERRFI1,ERBB receptor feedback inhibitor 1,Approved,1p36.23,ENSG00000116285,no,01,p,36.23
ERRFI1-DT,ERRFI1 divergent transcript,Approved,1p36.23,ENSG00000238290,no,01,p,36.23
HMGN2P17,high mobility group nucleosomal binding domain 2 pseudogene 17,Approved,1p36.23,ENSG00000238249,no,01,p,36.23
LINC01714,long intergenic non-protein coding RNA 1714,Approved,1p36.23,ENSG00000227634,no,01,p,36.23
PARK7,Parkinsonism associated deglycase,Approved,1p36.23,ENSG00000116288,no,01,p,36.23
PER3,period circadian regulator 3,Approved,1p36.23,ENSG00000049246,no,01,p,36.23
RERE,arginine-glutamic acid dipeptide repeats,Approved,1p36.23,ENSG00000142599,no,01,p,36.23
RERE-AS1,RERE antisense RNA 1,Approved,1p36.23,ENSG00000232912,no,01,p,36.23
RN7SL451P,"RNA, 7SL, cytoplasmic 451, pseudogene",Approved,1p36.23,ENSG00000265141,no,01,p,36.23
RNU1-7P,"RNA, U1 small nuclear 7, pseudogene",Approved,1p36.23,ENSG00000200975,no,01,p,36.23
RNU1-8P,"RNA, U1 small nuclear 8, pseudogene",Approved,1p36.23,ENSG00000207056,no,01,p,36.23
RNU6-304P,"RNA, U6 small nuclear 304, pseudogene",Approved,1p36.23,ENSG00000201725,no,01,p,36.23
RNU6-991P,"RNA, U6 small nuclear 991, pseudogene",Approved,1p36.23,ENSG00000251977,no,01,p,36.23
RPL7AP18,ribosomal protein L7a pseudogene 18,Approved,1p36.23,ENSG00000232848,no,01,p,36.23
RPL7P7,ribosomal protein L7 pseudogene 7,Approved,1p36.23,ENSG00000224315,no,01,p,36.23
RPL7P11,ribosomal protein L7 pseudogene 11,Approved,1p36.23,ENSG00000234619,no,01,p,36.23
RPL23AP19,ribosomal protein L23a pseudogene 19,Approved,1p36.23,ENSG00000229716,no,01,p,36.23
SLC2A5,solute carrier family 2 member 5,Approved,1p36.23,ENSG00000142583,no,01,p,36.23
SLC2A7,solute carrier family 2 member 7,Approved,1p36.23,ENSG00000197241,no,01,p,36.23
SLC45A1,solute carrier family 45 member 1,Approved,1p36.23,ENSG00000162426,no,01,p,36.23
TNFRSF9,TNF receptor superfamily member 9,Approved,1p36.23,ENSG00000049249,no,01,p,36.23
UTS2,urotensin 2,Approved,1p36.23,ENSG00000049247,no,01,p,36.23
VAMP3,vesicle associated membrane protein 3,Approved,1p36.23,ENSG00000049245,no,01,p,36.23
ACOT7,acyl-CoA thioesterase 7,Approved,1p36.31,ENSG00000097021,no,01,p,36.31
CAMTA1-DT,CAMTA1 divergent transcript,Approved,1p36.31,ENSG00000237436,no,01,p,36.31
CHD5,chromodomain helicase DNA binding protein 5,Approved,1p36.31,ENSG00000116254,no,01,p,36.31
DNAJC11,DnaJ heat shock protein family (Hsp40) member C11,Approved,1p36.31,ENSG00000007923,no,01,p,36.31
ESPN,espin,Approved,1p36.31,ENSG00000187017,no,01,p,36.31
GPR153,G protein-coupled receptor 153,Approved,1p36.31,ENSG00000158292,no,01,p,36.31
HES2,hes family bHLH transcription factor 2,Approved,1p36.31,ENSG00000069812,no,01,p,36.31
HES3,hes family bHLH transcription factor 3,Approved,1p36.31,ENSG00000173673,no,01,p,36.31
ICMT,isoprenylcysteine carboxyl methyltransferase,Approved,1p36.31,ENSG00000116237,no,01,p,36.31
ICMT-DT,ICMT divergent transcript,Approved,1p36.31,ENSG00000225077,no,01,p,36.31
KCNAB2,potassium voltage-gated channel subfamily A regulatory beta subunit 2,Approved,1p36.31,ENSG00000069424,no,01,p,36.31
KLHL21,kelch like family member 21,Approved,1p36.31,ENSG00000162413,no,01,p,36.31
LINC01672,long intergenic non-protein coding RNA 1672,Approved,1p36.31,ENSG00000228750,no,01,p,36.31
NOL9,nucleolar protein 9,Approved,1p36.31,ENSG00000162408,no,01,p,36.31
NPHP4,nephrocystin 4,Approved,1p36.31,ENSG00000131697,no,01,p,36.31
PHF13,PHD finger protein 13,Approved,1p36.31,ENSG00000116273,no,01,p,36.31
PLEKHG5,pleckstrin homology and RhoGEF domain containing G5,Approved,1p36.31,ENSG00000171680,no,01,p,36.31
RNF207,ring finger protein 207,Approved,1p36.31,ENSG00000158286,no,01,p,36.31
RNF207-AS1,RNF207 antisense RNA 1,Approved,1p36.31,ENSG00000226944,no,01,p,36.31
RNU6-731P,"RNA, U6 small nuclear 731, pseudogene",Approved,1p36.31,ENSG00000253022,no,01,p,36.31
RPL22,ribosomal protein L22,Approved,1p36.31,ENSG00000116251,no,01,p,36.31
TAS1R1,taste 1 receptor member 1,Approved,1p36.31,ENSG00000173662,no,01,p,36.31
THAP3,THAP domain containing 3,Approved,1p36.31,ENSG00000041988,no,01,p,36.31
TNFRSF25,TNF receptor superfamily member 25,Approved,1p36.31,ENSG00000215788,no,01,p,36.31
ZBTB48,zinc finger and BTB domain containing 48,Approved,1p36.31,ENSG00000204859,no,01,p,36.31
CAMTA1,calmodulin binding transcription activator 1,Approved,1p36.31-p36.23,ENSG00000171735,no,01,p,36.31-p36.23
ACTRT2,actin related protein T2,Approved,1p36.32,ENSG00000169717,no,01,p,36.32
AJAP1,adherens junctions associated protein 1,Approved,1p36.32,ENSG00000196581,no,01,p,36.32
ARHGEF16,Rho guanine nucleotide exchange factor 16,Approved,1p36.32,ENSG00000130762,no,01,p,36.32
C1orf174,chromosome 1 open reading frame 174,Approved,1p36.32,ENSG00000198912,no,01,p,36.32
CCDC27,coiled-coil domain containing 27,Approved,1p36.32,ENSG00000162592,no,01,p,36.32
CEP104,centrosomal protein 104,Approved,1p36.32,ENSG00000116198,no,01,p,36.32
DFFB,DNA fragmentation factor subunit beta,Approved,1p36.32,ENSG00000169598,no,01,p,36.32
EEF1DP6,eukaryotic translation elongation factor 1 delta pseudogene 6,Approved,1p36.32,ENSG00000229280,no,01,p,36.32
HES5,hes family bHLH transcription factor 5,Approved,1p36.32,ENSG00000197921,no,01,p,36.32
LINC01134,long intergenic non-protein coding RNA 1134,Approved,1p36.32,ENSG00000236423,no,01,p,36.32
LINC01345,long intergenic non-protein coding RNA 1345,Approved,1p36.32,ENSG00000226374,no,01,p,36.32
LINC01346,long intergenic non-protein coding RNA 1346,Approved,1p36.32,ENSG00000233304,no,01,p,36.32
LINC01646,long intergenic non-protein coding RNA 1646,Approved,1p36.32,ENSG00000232596,no,01,p,36.32
LINC01777,long intergenic non-protein coding RNA 1777,Approved,1p36.32,ENSG00000235054,no,01,p,36.32
LINC02780,long intergenic non-protein coding RNA 2780,Approved,1p36.32,ENSG00000284668,no,01,p,36.32
LINC02781,long intergenic non-protein coding RNA 2781,Approved,1p36.32,ENSG00000284674,no,01,p,36.32
LINC02782,long intergenic non-protein coding RNA 2782,Approved,1p36.32,ENSG00000231510,no,01,p,36.32
LRRC47,leucine rich repeat containing 47,Approved,1p36.32,ENSG00000130764,no,01,p,36.32
MEGF6,multiple EGF like domains 6,Approved,1p36.32,ENSG00000162591,no,01,p,36.32
MIR551A,microRNA 551a,Approved,1p36.32,ENSG00000207776,no,01,p,36.32
MMEL1,membrane metalloendopeptidase like 1,Approved,1p36.32,ENSG00000142606,no,01,p,36.32
MMEL1-AS1,MMEL1 antisense RNA 1,Approved,1p36.32,ENSG00000237058,no,01,p,36.32
MORN1,MORN repeat containing 1,Approved,1p36.32,ENSG00000116151,no,01,p,36.32
PANK4,pantothenate kinase 4 (inactive),Approved,1p36.32,ENSG00000157881,no,01,p,36.32
PEX10,peroxisomal biogenesis factor 10,Approved,1p36.32,ENSG00000157911,no,01,p,36.32
PLCH2,phospholipase C eta 2,Approved,1p36.32,ENSG00000149527,no,01,p,36.32
PRDM16,PR/SET domain 16,Approved,1p36.32,ENSG00000142611,no,01,p,36.32
PRDM16-DT,PRDM16 divergent transcript,Approved,1p36.32,ENSG00000177133,no,01,p,36.32
PRXL2B,peroxiredoxin like 2B,Approved,1p36.32,ENSG00000157870,no,01,p,36.32
RER1,retention in endoplasmic reticulum sorting receptor 1,Approved,1p36.32,ENSG00000157916,no,01,p,36.32
RN7SL574P,"RNA, 7SL, cytoplasmic 574, pseudogene",Approved,1p36.32,ENSG00000266075,no,01,p,36.32
SMIM1,small integral membrane protein 1 (Vel blood group),Approved,1p36.32,ENSG00000235169,no,01,p,36.32
TNFRSF14,TNF receptor superfamily member 14,Approved,1p36.32,ENSG00000157873,no,01,p,36.32
TNFRSF14-AS1,TNFRSF14 antisense RNA 1,Approved,1p36.32,ENSG00000238164,no,01,p,36.32
TP73,tumor protein p73,Approved,1p36.32,ENSG00000078900,no,01,p,36.32
TP73-AS1,TP73 antisense RNA 1,Approved,1p36.32,ENSG00000227372,no,01,p,36.32
TP73-AS2,TP73 antisense RNA 2,Approved,1p36.32,ENSG00000235131,no,01,p,36.32
TP73-AS3,TP73 antisense RNA 3,Approved,1p36.32,ENSG00000227589,no,01,p,36.32
TPRG1L,tumor protein p63 regulated 1 like,Approved,1p36.32,ENSG00000158109,no,01,p,36.32
TTC34,tetratricopeptide repeat domain 34,Approved,1p36.32,ENSG00000215912,no,01,p,36.32
WRAP73,"WD repeat containing, antisense to TP73",Approved,1p36.32,ENSG00000116213,no,01,p,36.32
ACAP3,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3",Approved,1p36.33,ENSG00000131584,no,01,p,36.33
AGRN,agrin,Approved,1p36.33,ENSG00000188157,no,01,p,36.33
ANKRD65,ankyrin repeat domain 65,Approved,1p36.33,ENSG00000235098,no,01,p,36.33
ANKRD65-AS1,ANKRD65 antisense RNA 1,Approved,1p36.33,ENSG00000225905,no,01,p,36.33
ATAD3A,ATPase family AAA domain containing 3A,Approved,1p36.33,ENSG00000197785,no,01,p,36.33
ATAD3B,ATPase family AAA domain containing 3B,Approved,1p36.33,ENSG00000160072,no,01,p,36.33
ATAD3C,ATPase family AAA domain containing 3C,Approved,1p36.33,ENSG00000215915,no,01,p,36.33
AURKAIP1,aurora kinase A interacting protein 1,Approved,1p36.33,ENSG00000175756,no,01,p,36.33
B3GALT6,"beta-1,3-galactosyltransferase 6",Approved,1p36.33,ENSG00000176022,no,01,p,36.33
C1orf159,chromosome 1 open reading frame 159,Approved,1p36.33,ENSG00000131591,no,01,p,36.33
C1QTNF12,C1q and TNF related 12,Approved,1p36.33,ENSG00000184163,no,01,p,36.33
CALML6,calmodulin like 6,Approved,1p36.33,ENSG00000169885,no,01,p,36.33
CCNL2,cyclin L2,Approved,1p36.33,ENSG00000221978,no,01,p,36.33
CDK11A,cyclin dependent kinase 11A,Approved,1p36.33,ENSG00000008128,no,01,p,36.33
CDK11B,cyclin dependent kinase 11B,Approved,1p36.33,ENSG00000248333,no,01,p,36.33
CFAP74,cilia and flagella associated protein 74,Approved,1p36.33,ENSG00000142609,no,01,p,36.33
CICP3,capicua transcriptional repressor pseudogene 3,Approved,1p36.33,ENSG00000229376,no,01,p,36.33
CICP7,capicua transcriptional repressor pseudogene 7,Approved,1p36.33,ENSG00000233653,no,01,p,36.33
CICP27,capicua transcriptional repressor pseudogene 27,Approved,1p36.33,ENSG00000233750,no,01,p,36.33
CPTP,ceramide-1-phosphate transfer protein,Approved,1p36.33,ENSG00000224051,no,01,p,36.33
DDX11L1,DEAD/H-box helicase 11 like 1 (pseudogene),Approved,1p36.33,ENSG00000223972,no,01,p,36.33
DDX11L17,DEAD/H-box helicase 11 like 17 (pseudogene),Approved,1p36.33,ENSG00000279928,no,01,p,36.33
DVL1,dishevelled segment polarity protein 1,Approved,1p36.33,ENSG00000107404,no,01,p,36.33
FAAP20,FA core complex associated protein 20,Approved,1p36.33,ENSG00000162585,no,01,p,36.33
FAM41C,family with sequence similarity 41 member C,Approved,1p36.33,ENSG00000230368,no,01,p,36.33
FAM87B,family with sequence similarity 87 member B,Approved,1p36.33,ENSG00000177757,no,01,p,36.33
FAM138A,family with sequence similarity 138 member A,Approved,1p36.33,ENSG00000237613,no,01,p,36.33
FNDC10,fibronectin type III domain containing 10,Approved,1p36.33,ENSG00000228594,no,01,p,36.33
GABRD,gamma-aminobutyric acid type A receptor subunit delta,Approved,1p36.33,ENSG00000187730,no,01,p,36.33
GNB1,G protein subunit beta 1,Approved,1p36.33,ENSG00000078369,no,01,p,36.33
GNB1-DT,GNB1 divergent transcript,Approved,1p36.33,ENSG00000231050,no,01,p,36.33
HES4,hes family bHLH transcription factor 4,Approved,1p36.33,ENSG00000188290,no,01,p,36.33
INTS11,integrator complex subunit 11,Approved,1p36.33,ENSG00000127054,no,01,p,36.33
ISG15,ISG15 ubiquitin like modifier,Approved,1p36.33,ENSG00000187608,no,01,p,36.33
KLHL17,kelch like family member 17,Approved,1p36.33,ENSG00000187961,no,01,p,36.33
LINC00115,long intergenic non-protein coding RNA 115,Approved,1p36.33,ENSG00000225880,no,01,p,36.33
LINC01128,long intergenic non-protein coding RNA 1128,Approved,1p36.33,ENSG00000228794,no,01,p,36.33
LINC01342,long intergenic non-protein coding RNA 1342,Approved,1p36.33,ENSG00000223823,no,01,p,36.33
LINC01409,long intergenic non-protein coding RNA 1409,Approved,1p36.33,ENSG00000237491,no,01,p,36.33
LINC01770,long intergenic non-protein coding RNA 1770,Approved,1p36.33,ENSG00000225285,no,01,p,36.33
LINC01786,long intergenic non-protein coding RNA 1786,Approved,1p36.33,ENSG00000230415,no,01,p,36.33
LINC02593,long intergenic non-protein coding RNA 2593,Approved,1p36.33,ENSG00000223764,no,01,p,36.33
MIB2,MIB E3 ubiquitin protein ligase 2,Approved,1p36.33,ENSG00000197530,no,01,p,36.33
MIR200A,microRNA 200a,Approved,1p36.33,ENSG00000207607,no,01,p,36.33
MIR200B,microRNA 200b,Approved,1p36.33,ENSG00000207730,no,01,p,36.33
MIR429,microRNA 429,Approved,1p36.33,ENSG00000198976,no,01,p,36.33
MIR1302-2,microRNA 1302-2,Approved,1p36.33,ENSG00000284332,no,01,p,36.33
MIR1302-2HG,MIR1302-2 host gene,Approved,1p36.33,ENSG00000243485,no,01,p,36.33
MMP23A,matrix metallopeptidase 23A (pseudogene),Approved,1p36.33,ENSG00000215914,no,01,p,36.33
MMP23B,matrix metallopeptidase 23B,Approved,1p36.33,ENSG00000189409,no,01,p,36.33
MRPL20,mitochondrial ribosomal protein L20,Approved,1p36.33,ENSG00000242485,no,01,p,36.33
MRPL20-AS1,MRPL20 antisense RNA 1,Approved,1p36.33,ENSG00000224870,no,01,p,36.33
MRPL20-DT,MRPL20 divergent transcript,Approved,1p36.33,ENSG00000272455,no,01,p,36.33
MTATP6P1,MT-ATP6 pseudogene 1,Approved,1p36.33,ENSG00000248527,no,01,p,36.33
MTATP8P1,MT-ATP8 pseudogene 1,Approved,1p36.33,ENSG00000240409,no,01,p,36.33
MTCO1P12,MT-CO1 pseudogene 12,Approved,1p36.33,ENSG00000237973,no,01,p,36.33
MTCO2P12,MT-CO2 pseudogene 12,Approved,1p36.33,ENSG00000229344,no,01,p,36.33
MTCO3P12,MT-CO3 pseudogene 12,Approved,1p36.33,ENSG00000198744,no,01,p,36.33
MTND1P23,MT-ND1 pseudogene 23,Approved,1p36.33,ENSG00000225972,no,01,p,36.33
MTND2P28,MT-ND2 pseudogene 28,Approved,1p36.33,ENSG00000225630,no,01,p,36.33
MXRA8,matrix remodeling associated 8,Approved,1p36.33,ENSG00000162576,no,01,p,36.33
NADK,NAD kinase,Approved,1p36.33,ENSG00000008130,no,01,p,36.33
NDUFB4P8,NADH:ubiquinone oxidoreductase subunit B4 pseudogene 8,Approved,1p36.33,ENSG00000223663,no,01,p,36.33
NOC2L,NOC2 like nucleolar associated transcriptional repressor,Approved,1p36.33,ENSG00000188976,no,01,p,36.33
OR4F5,olfactory receptor family 4 subfamily F member 5,Approved,1p36.33,ENSG00000186092,no,01,p,36.33
OR4F16,olfactory receptor family 4 subfamily F member 16,Approved,1p36.33,ENSG00000284662,no,01,p,36.33
OR4F29,olfactory receptor family 4 subfamily F member 29,Approved,1p36.33,ENSG00000284733,no,01,p,36.33
OR4G4P,olfactory receptor family 4 subfamily G member 4 pseudogene,Approved,1p36.33,ENSG00000268020,no,01,p,36.33
OR4G11P,olfactory receptor family 4 subfamily G member 11 pseudogene,Approved,1p36.33,ENSG00000240361,no,01,p,36.33
PERM1,"PPARGC1 and ESRR induced regulator, muscle 1",Approved,1p36.33,ENSG00000187642,no,01,p,36.33
PLEKHN1,pleckstrin homology domain containing N1,Approved,1p36.33,ENSG00000187583,no,01,p,36.33
PRKCZ,protein kinase C zeta,Approved,1p36.33,ENSG00000067606,no,01,p,36.33
PRKCZ-AS1,PRKCZ antisense RNA 1,Approved,1p36.33,ENSG00000182873,no,01,p,36.33
PRKCZ-DT,PRKCZ divergent transcript,Approved,1p36.33,ENSG00000226969,no,01,p,36.33
PUSL1,pseudouridine synthase like 1,Approved,1p36.33,ENSG00000169972,no,01,p,36.33
RN7SL657P,"RNA, 7SL, cytoplasmic 657, pseudogene",Approved,1p36.33,ENSG00000264293,no,01,p,36.33
RNF223,ring finger protein 223,Approved,1p36.33,ENSG00000237330,no,01,p,36.33
RNU6-1100P,"RNA, U6 small nuclear 1100, pseudogene",Approved,1p36.33,ENSG00000222623,no,01,p,36.33
RNU6-1199P,"RNA, U6 small nuclear 1199, pseudogene",Approved,1p36.33,ENSG00000223181,no,01,p,36.33
RPL23AP21,ribosomal protein L23a pseudogene 21,Approved,1p36.33,ENSG00000241670,no,01,p,36.33
RPL23AP24,ribosomal protein L23a pseudogene 24,Approved,1p36.33,ENSG00000236679,no,01,p,36.33
SAMD11,sterile alpha motif domain containing 11,Approved,1p36.33,ENSG00000187634,no,01,p,36.33
SCNN1D,sodium channel epithelial 1 subunit delta,Approved,1p36.33,ENSG00000162572,no,01,p,36.33
SDF4,stromal cell derived factor 4,Approved,1p36.33,ENSG00000078808,no,01,p,36.33
SEPTIN14P13,septin 14 pseudogene 13,Approved,1p36.33,ENSG00000224813,no,01,p,36.33
SLC35E2A,solute carrier family 35 member E2A,Approved,1p36.33,ENSG00000215790,no,01,p,36.33
SLC35E2B,solute carrier family 35 member E2B,Approved,1p36.33,ENSG00000189339,no,01,p,36.33
SSU72,"SSU72 homolog, RNA polymerase II CTD phosphatase",Approved,1p36.33,ENSG00000160075,no,01,p,36.33
TAS1R3,taste 1 receptor member 3,Approved,1p36.33,ENSG00000169962,no,01,p,36.33
TMEM52,transmembrane protein 52,Approved,1p36.33,ENSG00000178821,no,01,p,36.33
TMEM88B,transmembrane protein 88B,Approved,1p36.33,ENSG00000205116,no,01,p,36.33
TMEM240,transmembrane protein 240,Approved,1p36.33,ENSG00000205090,no,01,p,36.33
TNFRSF4,TNF receptor superfamily member 4,Approved,1p36.33,ENSG00000186827,no,01,p,36.33
TNFRSF18,TNF receptor superfamily member 18,Approved,1p36.33,ENSG00000186891,no,01,p,36.33
TTLL10,tubulin tyrosine ligase like 10,Approved,1p36.33,ENSG00000162571,no,01,p,36.33
TTLL10-AS1,TTLL10 antisense RNA 1,Approved,1p36.33,ENSG00000205231,no,01,p,36.33
TUBB8P11,tubulin beta 8 class VIII pseudogene 11,Approved,1p36.33,ENSG00000234711,no,01,p,36.33
UBE2J2,ubiquitin conjugating enzyme E2 J2,Approved,1p36.33,ENSG00000160087,no,01,p,36.33
VWA1,von Willebrand factor A domain containing 1,Approved,1p36.33,ENSG00000179403,no,01,p,36.33
WASH7P,"WASP family homolog 7, pseudogene",Approved,1p36.33,ENSG00000227232,no,01,p,36.33
WASH9P,"WAS protein family homolog 9, pseudogene",Approved,1p36.33,ENSG00000279457,no,01,p,36.33
WBP1LP6,WBP1L pseudogene 6,Approved,1p36.33,ENSG00000268663,no,01,p,36.33
WBP1LP7,WBP1L pseudogene 7,Approved,1p36.33,ENSG00000269732,no,01,p,36.33
SKI,SKI proto-oncogene,Approved,1p36.33-p36.32,ENSG00000157933,no,01,p,36.33-p36.32
PGBD2,piggyBac transposable element derived 2,Approved,1q,ENSG00000185220,no,01,q,
SCARNA2,small Cajal body-specific RNA 2,Approved,1q13.1,ENSG00000278249,no,01,q,13.1
RORC,RAR related orphan receptor C,Approved,1q21,ENSG00000143365,no,01,q,21
ANKRD34A,ankyrin repeat domain 34A,Approved,1q21.1,ENSG00000272031,no,01,q,21.1
ANKRD35,ankyrin repeat domain 35,Approved,1q21.1,ENSG00000198483,no,01,q,21.1
CCT8P1,chaperonin containing TCP1 subunit 8 pseudogene 1,Approved,1q21.1,ENSG00000226015,no,01,q,21.1
CD160,CD160 molecule,Approved,1q21.1,ENSG00000117281,no,01,q,21.1
CHD1L,chromodomain helicase DNA binding protein 1 like,Approved,1q21.1,ENSG00000131778,no,01,q,21.1
DRD5P2,dopamine receptor D5 pseudogene 2,Approved,1q21.1,ENSG00000175658,no,01,q,21.1
FAM72C,family with sequence similarity 72 member C,Approved,1q21.1,ENSG00000263513,no,01,q,21.1
FAM72D,family with sequence similarity 72 member D,Approved,1q21.1,ENSG00000215784,no,01,q,21.1
FAM91A3P,"family with sequence similarity 91 member A3, pseudogene",Approved,1q21.1,ENSG00000242352,no,01,q,21.1
FCGR1CP,"Fc gamma receptor Ic, pseudogene",Approved,1q21.1,ENSG00000265531,no,01,q,21.1
FMO5,flavin containing dimethylaniline monoxygenase 5,Approved,1q21.1,ENSG00000131781,no,01,q,21.1
GNRHR2,gonadotropin releasing hormone receptor 2 (pseudogene),Approved,1q21.1,ENSG00000211451,no,01,q,21.1
GPR89A,G protein-coupled receptor 89A,Approved,1q21.1,ENSG00000117262,no,01,q,21.1
H2BP2,H2B histone pseudogene 2,Approved,1q21.1,ENSG00000234571,no,01,q,21.1
H3-7,H3.7 histone (putative),Approved,1q21.1,ENSG00000273213,no,01,q,21.1
HJV,hemojuvelin BMP co-receptor,Approved,1q21.1,ENSG00000168509,no,01,q,21.1
HYDIN2,HYDIN axonemal central pair apparatus protein 2 (pseudogene),Approved,1q21.1,ENSG00000276975,no,01,q,21.1
IGKV1OR1-1,immunoglobulin kappa variable 1/OR1-1 (pseudogene),Approved,1q21.1,ENSG00000276674,no,01,q,21.1
ITGA10,integrin subunit alpha 10,Approved,1q21.1,ENSG00000143127,no,01,q,21.1
KMT2CP1,lysine methyltransferase 2C pseudogene 1,Approved,1q21.1,ENSG00000278273,no,01,q,21.1
KMT2CP2,lysine methyltransferase 2C pseudogene 2,Approved,1q21.1,ENSG00000276756,no,01,q,21.1
KMT2CP3,lysine methyltransferase 2C pseudogene 3,Approved,1q21.1,ENSG00000274927,no,01,q,21.1
LINC01145,long intergenic non-protein coding RNA 1145,Approved,1q21.1,ENSG00000272419,no,01,q,21.1
LINC01632,long intergenic non-protein coding RNA 1632,Approved,1q21.1,ENSG00000277199,no,01,q,21.1
LINC01719,long intergenic non-protein coding RNA 1719,Approved,1q21.1,ENSG00000233396,no,01,q,21.1
LINC02591,long intergenic non-protein coding RNA 2591,Approved,1q21.1,ENSG00000263590,no,01,q,21.1
